,0
2142,0.52
2143,0.0
2144,0.0
2145,0.04
2146,0.02
2147,0.9
2148,0.0
2149,0.0
2150,0.88
2151,0.0
2152,0.04
2153,0.0
2154,0.0
2155,0.96
2156,0.06
2157,0.0
2158,0.9
2159,0.0
2160,0.88
2161,0.0
2162,0.02
2163,0.12
2164,0.92
2165,0.02
2166,0.0
2167,0.0
2168,0.04
2169,0.02
2170,0.0
2171,0.0
2172,0.02
2173,0.88
2174,0.06
2175,0.02
2176,0.0
2177,0.0
2178,0.0
2179,0.0
2180,0.0
2181,0.04
2182,0.04
2183,0.02
2184,0.0
2185,0.0
2186,0.92
2187,0.86
2188,0.0
2189,0.0
2190,0.02
2191,0.04
2192,0.0
2193,0.12
2194,0.04
2195,0.0
2196,0.06
2197,0.0
2198,0.04
2199,0.04
2200,0.0
2201,0.0
2202,0.04
2203,0.82
2204,0.0
2205,0.0
2206,0.0
2207,0.0
2208,0.0
2209,0.0
2210,0.96
2211,0.02
2212,0.06
2213,0.68
2214,0.0
2215,0.94
2216,0.02
2217,0.02
2218,0.88
2219,0.0
2220,0.0
2221,0.0
2222,0.0
2223,0.1
2224,0.0
2225,0.0
2226,0.0
2227,0.06
2228,0.0
2229,0.12
2230,0.04
2231,0.02
2232,0.04
2233,0.0
2234,0.02
2235,0.0
2236,0.1
2237,0.94
2238,0.88
2239,0.02
2240,0.04
2241,0.0
2242,0.0
2243,0.0
2244,0.02
2245,0.04
2246,0.0
2247,0.0
2248,0.06
2249,0.0
2250,0.02
2251,0.0
2252,0.0
2253,0.06
2254,0.06
2255,0.02
2256,0.02
2257,0.0
2258,0.96
2259,0.12
2260,0.16
2261,0.1
2262,0.02
2263,0.04
2264,0.0
2265,0.02
2266,0.04
2267,0.96
2268,0.0
2269,0.02
2270,0.02
2271,0.0
2272,0.0
2273,0.0
2274,0.06
2275,0.06
2276,0.02
2277,0.06
2278,0.02
2279,0.04
2280,0.0
2281,0.02
2282,0.02
2283,0.78
2284,0.0
2285,0.0
2286,0.04
2287,0.04
2288,0.02
2289,0.08
2290,0.84
2291,0.02
2292,0.02
2293,0.02
2294,0.0
2295,0.02
2296,0.0
2297,0.0
2298,0.0
2299,0.02
2300,0.02
2301,0.04
2302,0.0
2303,0.02
2304,0.0
2305,0.0
2306,0.02
2307,0.0
2308,0.0
2309,0.04
2310,0.08
2311,0.0
2312,0.0
2313,0.04
2314,0.0
2315,0.0
2316,0.02
2317,0.02
2318,0.04
2319,0.06
2320,0.0
2321,0.1
2322,0.08
2323,0.02
2324,0.82
2325,0.96
2326,0.16
2327,0.94
2328,0.0
2329,0.02
2330,0.0
2331,0.04
2332,0.02
2333,0.02
2334,0.02
2335,0.94
2336,0.0
2337,0.08
2338,0.0
2339,0.0
2340,0.0
2341,0.0
2342,0.0
2343,0.98
2344,0.0
2345,0.18
2346,0.0
2347,0.96
2348,0.04
2349,0.02
2350,0.0
2351,0.02
2352,0.02
2353,0.04
2354,0.96
2355,0.0
2356,1.0
2357,0.58
2358,0.0
2359,0.0
2360,0.02
2361,0.02
2362,0.02
2363,0.0
2364,0.04
2365,0.0
2366,0.08
2367,0.06
2368,0.0
2369,0.8
2370,0.1
2371,0.02
2372,0.0
2373,0.04
2374,0.04
2375,0.02
2376,0.92
2377,0.62
2378,0.0
2379,0.04
2380,0.8
2381,0.02
2382,0.0
2383,0.02
2384,0.12
2385,0.04
2386,0.9
2387,0.72
2388,1.0
2389,0.72
2390,0.02
2391,0.0
2392,0.02
2393,0.02
2394,0.06
2395,0.06
2396,0.02
2397,0.88
2398,0.0
2399,0.0
2400,0.06
2401,0.98
2402,0.82
2403,0.06
2404,0.0
2405,0.58
2406,0.02
2407,0.9
2408,0.04
2409,0.06
2410,0.04
2411,0.0
2412,0.92
2413,0.06
2414,0.0
2415,0.94
2416,0.0
2417,0.0
2418,0.0
2419,0.86
2420,0.9
2421,0.74
2422,0.0
2423,0.0
2424,0.04
2425,0.0
2426,0.0
2427,0.0
2428,0.98
2429,0.0
2430,0.06
2431,0.0
2432,0.92
2433,0.0
2434,0.0
2435,0.08
2436,0.0
2437,0.86
2438,0.0
2439,0.02
2440,0.0
2441,0.0
2442,0.0
2443,0.0
2444,0.12
2445,0.02
2446,0.0
2447,0.0
2448,0.02
2449,0.0
2450,0.04
2451,0.88
2452,0.02
2453,0.0
2454,0.02
2455,0.04
2456,0.02
2457,0.06
2458,0.0
2459,0.0
2460,0.0
2461,0.02
2462,0.0
2463,0.0
2464,0.02
2465,0.0
2466,0.0
2467,0.0
2468,0.86
2469,0.06
2470,0.06
2471,0.0
2472,0.68
2473,0.0
2474,0.04
2475,0.08
2476,0.0
2477,0.0
2478,0.06
2479,0.92
2480,0.06
2481,0.0
2482,0.04
2483,0.02
2484,0.1
2485,0.0
2486,0.0
2487,0.0
2488,0.0
2489,0.72
2490,0.0
2491,0.02
2492,0.02
2493,0.9
2494,0.02
2495,0.0
2496,0.02
2497,0.02
2498,0.0
2499,0.12
2500,0.0
2501,0.0
2502,0.0
2503,0.02
2504,0.0
2505,0.02
2506,0.04
2507,0.02
2508,0.02
2509,0.0
2510,0.0
2511,0.0
2512,0.02
2513,0.02
2514,0.04
2515,1.0
2516,0.02
2517,0.06
2518,0.02
2519,0.0
2520,0.0
2521,0.0
2522,0.02
2523,0.0
2524,0.02
2525,0.04
2526,0.84
2527,0.0
2528,0.0
2529,0.0
2530,0.16
2531,0.02
2532,0.0
2533,0.7
2534,0.02
2535,0.5
2536,0.98
2537,0.0
2538,0.02
2539,0.94
2540,0.04
2541,0.02
2542,0.9
2543,0.08
2544,0.02
2545,0.04
2546,0.0
2547,0.02
2548,0.0
2549,0.18
2550,0.02
2551,0.08
2552,0.06
2553,0.18
2554,0.0
2555,0.02
2556,0.02
2557,0.06
2558,0.0
2559,0.0
2560,0.02
2561,0.0
2562,0.0
2563,0.0
2564,0.0
2565,0.02
2566,0.02
2567,0.74
2568,0.06
2569,0.04
2570,0.0
2571,0.02
2572,0.82
2573,0.94
2574,0.04
2575,0.82
2576,0.0
2577,0.02
2578,0.06
2579,0.0
2580,0.1
2581,1.0
2582,0.0
2583,0.0
2584,0.0
2585,0.0
2586,0.02
2587,0.0
2588,0.02
2589,0.0
2590,0.0
2591,0.82
2592,0.04
2593,0.02
2594,0.86
2595,0.94
2596,0.0
2597,0.02
2598,0.0
2599,0.9
2600,0.02
2601,0.0
2602,0.86
2603,0.02
2604,0.0
2605,0.12
2606,0.88
2607,0.0
2608,0.08
2609,0.08
2610,0.0
2611,0.0
2612,0.06
2613,0.0
2614,0.82
2615,0.0
2616,0.02
2617,0.0
2618,0.02
2619,0.94
2620,0.06
2621,0.12
2622,0.28
2623,0.02
2624,0.66
2625,0.0
2626,0.04
2627,0.02
2628,0.12
2629,0.78
2630,0.0
2631,0.02
2632,0.0
2633,0.0
2634,0.0
2635,0.0
2636,0.02
2637,0.0
2638,0.02
2639,0.02
2640,0.04
2641,0.02
2642,0.02
2643,0.04
2644,0.0
2645,0.84
2646,0.06
2647,1.0
2648,0.02
2649,0.0
2650,0.02
2651,0.0
2652,0.0
2653,0.02
2654,0.0
2655,0.0
2656,0.1
2657,0.08
2658,0.04
2659,0.0
2660,0.92
2661,0.02
2662,0.84
2663,0.06
2664,1.0
2665,0.02
2666,0.86
2667,0.06
2668,0.02
2669,0.0
2670,0.0
2671,0.0
2672,0.92
2673,0.7
2674,0.04
2675,0.02
2676,0.02
2677,0.8
2678,0.14
2679,0.04
2680,0.0
2681,0.64
2682,0.06
2683,0.02
2684,0.0
2685,0.0
2686,0.04
2687,0.88
2688,0.08
2689,0.02
2690,0.0
2691,0.04
2692,0.12
2693,0.0
2694,0.9
2695,0.0
2696,0.98
2697,0.0
2698,0.0
2699,0.0
2700,0.78
2701,0.02
2702,0.02
2703,0.0
2704,0.0
2705,0.04
2706,0.02
2707,0.02
2708,0.98
2709,0.04
2710,0.86
2711,0.02
2712,0.0
2713,0.02
2714,0.02
2715,0.02
2716,0.04
2717,0.02
2718,0.0
2719,0.0
2720,0.0
2721,0.06
2722,0.0
2723,0.0
2724,0.9
2725,0.0
2726,0.0
2727,0.12
2728,0.0
2729,0.02
2730,0.04
2731,0.72
2732,0.96
2733,0.0
2734,0.0
2735,0.92
2736,0.0
2737,0.02
2738,0.0
2739,0.04
2740,0.04
2741,0.0
2742,0.02
2743,0.0
2744,0.0
2745,0.72
2746,0.0
2747,1.0
2748,0.0
2749,0.04
2750,0.08
2751,0.0
2752,0.02
2753,0.0
2754,0.0
2755,0.0
2756,0.02
2757,0.04
2758,0.04
2759,0.0
2760,0.84
2761,0.0
2762,0.0
2763,0.0
2764,0.1
2765,0.02
2766,0.12
2767,0.02
2768,0.04
2769,0.0
2770,0.0
2771,0.08
2772,1.0
2773,0.68
2774,0.96
2775,0.0
2776,0.0
2777,0.06
2778,0.0
2779,0.0
2780,0.02
2781,0.0
2782,0.02
2783,0.0
2784,0.78
2785,0.8
2786,0.94
2787,0.08
2788,0.2
2789,0.0
2790,0.0
2791,0.0
2792,0.02
2793,0.04
2794,0.8
2795,0.0
2796,0.12
2797,0.02
2798,0.0
2799,0.0
2800,0.86
2801,0.26
2802,0.0
2803,0.04
2804,0.04
2805,0.1
2806,0.08
2807,0.0
2808,0.02
2809,0.0
2810,0.02
2811,0.0
2812,0.0
2813,0.02
2814,0.0
2815,0.06
2816,0.82
2817,0.0
2818,0.0
2819,0.58
2820,0.14
2821,0.04
2822,0.02
2823,0.0
2824,1.0
2825,0.02
2826,0.0
2827,0.94
2828,0.82
2829,0.04
2830,0.0
2831,0.04
2832,0.0
2833,0.08
2834,0.0
2835,0.02
2836,0.06
2837,0.0
2838,0.04
2839,1.0
2840,0.0
2841,0.04
2842,0.0
2843,0.0
2844,0.08
2845,0.04
2846,0.02
2847,0.0
2848,0.0
2849,0.02
2850,0.0
2851,0.0
2852,0.02
2853,0.02
2854,0.02
2855,0.08
2856,0.0
2857,0.04
2858,0.06
2859,0.0
2860,0.0
2861,0.02
2862,0.02
2863,0.04
2864,0.08
2865,0.64
2866,0.0
2867,0.02
2868,0.96
2869,0.04
2870,0.02
2871,0.02
2872,0.0
2873,0.04
2874,0.98
2875,0.04
2876,0.0
2877,0.0
2878,0.02
2879,0.02
2880,0.0
2881,0.02
2882,0.92
2883,0.0
2884,0.9
2885,0.0
2886,0.0
2887,0.1
2888,0.08
2889,0.86
2890,0.04
2891,0.04
2892,0.02
2893,0.0
2894,0.02
2895,0.0
2896,0.02
2897,0.04
2898,0.0
2899,0.0
2900,0.6
2901,0.92
2902,0.02
2903,0.0
2904,0.02
2905,0.02
2906,0.0
2907,0.04
2908,1.0
2909,0.0
2910,0.02
2911,0.1
2912,0.0
2913,0.0
2914,0.12
2915,0.1
2916,0.0
2917,0.0
2918,0.1
2919,0.0
2920,0.0
2921,0.04
2922,0.0
2923,0.02
2924,1.0
2925,0.66
2926,0.94
2927,0.04
2928,0.0
2929,0.0
2930,0.04
2931,0.0
2932,0.04
2933,0.02
2934,0.68
2935,0.02
2936,0.94
2937,0.02
2938,0.0
2939,0.02
2940,0.02
2941,0.1
2942,0.94
2943,0.0
2944,0.0
2945,0.02
2946,0.0
2947,0.96
2948,0.02
2949,0.02
2950,0.56
2951,0.0
2952,0.64
2953,0.12
2954,0.02
2955,0.0
2956,0.04
2957,0.0
2958,0.88
2959,0.0
2960,0.88
2961,0.94
2962,0.0
2963,0.0
2964,0.78
2965,0.0
2966,0.0
2967,0.08
2968,0.9
2969,0.02
2970,0.0
2971,0.92
2972,0.62
2973,0.0
2974,0.02
2975,0.0
2976,0.06
2977,0.02
2978,0.02
2979,0.94
2980,0.92
2981,0.02
2982,0.0
2983,0.0
2984,0.04
2985,0.0
2986,0.0
2987,0.9
2988,0.08
2989,0.94
2990,0.0
2991,0.0
2992,0.0
2993,0.0
2994,0.9
2995,0.02
2996,0.04
2997,0.06
2998,0.04
2999,0.0
3000,0.02
3001,0.0
3002,0.94
3003,0.0
3004,0.0
3005,0.02
3006,0.0
3007,0.02
3008,0.02
3009,0.1
3010,0.04
3011,0.04
3012,0.0
3013,0.0
3014,0.02
3015,0.02
3016,0.02
3017,0.02
3018,0.0
3019,0.92
3020,0.0
3021,0.0
3022,0.0
3023,0.98
3024,0.0
3025,0.02
3026,0.02
3027,0.04
3028,0.02
3029,0.0
3030,0.0
3031,0.04
3032,0.02
3033,0.04
3034,0.0
3035,1.0
3036,0.02
3037,0.0
3038,0.04
3039,0.02
3040,0.06
3041,0.02
3042,0.06
3043,0.0
3044,0.0
3045,0.96
3046,0.0
3047,0.0
3048,0.0
3049,0.04
3050,0.92
3051,0.0
3052,0.0
3053,0.0
3054,0.0
3055,0.0
3056,0.0
3057,0.02
3058,0.0
3059,0.0
3060,0.08
3061,0.04
3062,0.0
3063,0.04
3064,0.96
3065,0.02
3066,0.0
3067,0.04
3068,0.0
3069,0.0
3070,0.66
3071,0.0
3072,1.0
3073,0.0
3074,0.0
3075,0.08
3076,0.0
3077,0.08
3078,0.0
3079,0.98
3080,0.02
3081,0.04
3082,0.0
3083,0.04
3084,0.04
3085,0.06
3086,0.06
3087,0.02
3088,0.04
3089,0.0
3090,0.0
3091,0.0
3092,0.0
3093,0.86
3094,0.0
3095,0.0
3096,0.02
3097,0.0
3098,0.0
3099,0.0
3100,0.04
3101,0.0
3102,0.0
3103,0.0
3104,0.06
3105,0.02
3106,0.0
3107,0.1
3108,0.0
3109,0.06
3110,0.0
3111,0.0
3112,0.98
3113,1.0
3114,0.0
3115,0.06
3116,0.02
3117,0.06
3118,0.04
3119,0.0
3120,0.08
3121,0.04
3122,0.0
3123,0.0
3124,0.0
3125,0.94
3126,0.08
3127,0.9
3128,0.02
3129,0.0
3130,0.0
3131,0.14
3132,1.0
3133,0.06
3134,0.0
3135,0.0
3136,0.04
3137,0.0
3138,0.02
3139,0.02
3140,0.2
3141,0.0
3142,0.0
3143,0.0
3144,1.0
3145,0.0
3146,0.0
3147,0.2
3148,0.92
3149,0.0
3150,0.0
3151,0.8
3152,0.04
3153,0.0
3154,0.06
3155,0.0
3156,0.0
3157,0.9
3158,0.0
3159,0.04
3160,0.08
3161,0.04
3162,0.0
3163,0.06
3164,0.04
3165,0.0
3166,0.64
3167,0.04
3168,0.9
3169,0.98
3170,0.0
3171,0.02
3172,0.1
3173,0.08
3174,0.04
3175,0.04
3176,0.0
3177,0.0
3178,0.0
3179,0.0
3180,0.06
3181,0.14
3182,0.02
3183,0.02
3184,0.0
3185,0.02
3186,0.0
3187,0.02
3188,0.04
3189,0.88
3190,0.84
3191,0.72
3192,0.0
3193,0.04
3194,0.04
3195,0.0
3196,0.0
3197,0.12
3198,0.0
3199,0.0
3200,0.02
3201,0.04
3202,0.02
3203,0.02
3204,0.0
3205,0.98
3206,0.02
3207,0.02
3208,0.02
3209,0.94
3210,0.02
3211,0.04
3212,0.0
3213,0.02
3214,0.04
3215,0.0
3216,0.04
3217,0.06
3218,0.02
3219,0.04
3220,0.04
3221,0.0
3222,0.06
3223,0.0
3224,0.9
3225,0.02
3226,0.76
3227,0.02
3228,0.04
3229,0.0
3230,0.0
3231,0.0
3232,0.02
3233,0.04
3234,0.0
3235,0.02
3236,0.04
3237,0.0
3238,0.94
3239,0.0
3240,0.02
3241,0.86
3242,0.0
3243,0.94
3244,0.04
3245,0.0
3246,0.84
3247,0.96
3248,0.0
3249,0.0
3250,0.0
3251,0.1
3252,0.0
3253,0.0
3254,0.0
3255,0.74
3256,0.18
3257,0.02
3258,0.0
3259,0.0
3260,0.08
3261,0.0
3262,0.0
3263,0.0
3264,0.02
3265,0.98
3266,0.02
3267,0.0
3268,1.0
3269,0.02
3270,0.02
3271,0.0
3272,1.0
3273,0.06
3274,0.02
3275,0.0
3276,0.02
3277,0.0
3278,0.0
3279,0.0
3280,0.94
3281,0.0
3282,0.0
3283,0.18
3284,0.0
3285,0.0
3286,0.0
3287,0.88
3288,0.02
3289,0.0
3290,0.0
3291,0.98
3292,0.0
3293,0.0
3294,0.02
3295,0.0
3296,0.0
3297,0.02
3298,0.04
3299,0.0
3300,0.0
3301,0.9
3302,0.0
3303,0.0
3304,0.78
3305,0.02
3306,0.02
3307,0.08
3308,0.0
3309,0.0
3310,0.02
3311,0.0
3312,0.06
3313,0.0
3314,0.0
3315,0.0
3316,0.04
3317,0.0
3318,0.0
3319,0.04
3320,0.9
3321,0.02
3322,0.98
3323,0.92
3324,0.0
3325,0.0
3326,0.02
3327,0.0
3328,0.0
3329,0.0
3330,0.0
3331,0.08
3332,0.02
